"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @bitgetglobal: 🙌 We've made it into Round of 16! GET IN! ⚽ Congrats, #Messi and @Argentina! 🎉

💎 To celebrate, we're giving away 10,000…",FALSE,0,NA,2022-12-01 06:19:17,FALSE,NA,"1598200039221866496",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BaqeerMuhammad",198,TRUE,FALSE,NA,NA
"RT @kinarration: ootd sage green

messi argentina back to december birth of a queen volkno arab saudi bangtan di maria xh roty on mama de p…",FALSE,0,NA,2022-12-01 06:19:15,FALSE,NA,"1598200034033487872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hypekeranwater",110,TRUE,FALSE,NA,NA
"@z3r0C007 Oh wow that's nuts, a real tight group of death 🤯 thats some nail biting stuff, I feel bad for Mexico goi… https://t.co/XDQxMzsfds",FALSE,0,"z3r0C007",2022-12-01 06:19:15,TRUE,"1598178742635200512","1598200031794073600","856288106705821696","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","squidlips_01",0,FALSE,FALSE,NA,NA
"RT @MadridPreeti: No major media outlet will talk about how Argentina have been gifted the 2 most controversial penalty decisions. Nobody w…",FALSE,0,NA,2022-12-01 06:19:14,FALSE,NA,"1598200027243245568",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CR7xtras",58,TRUE,FALSE,NA,NA
"RT @BlancoYMessiii: If you're with Messi today, like this and Retweet 🐐👑
Vamoss Argentina 🇦🇷 https://t.co/g1tGUAO2vY",FALSE,0,NA,2022-12-01 06:19:10,FALSE,NA,"1598200010512162816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hummelsino",747,TRUE,FALSE,NA,NA
"RT @MintzPlasse: Got the squad watching!!! LFG Argentina!! https://t.co/tKhu74d547",FALSE,0,NA,2022-12-01 06:19:10,FALSE,NA,"1598200009639370753",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Juan_arata06",6063,TRUE,FALSE,NA,NA
"Argentina just treaded down Poland last night. With MacAllister’s and Álvarez’s goals, Albiceleste will face Austra… https://t.co/aXBmLxgvK7",FALSE,0,NA,2022-12-01 06:19:09,TRUE,NA,"1598200007852756993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OrestHryhorenko",0,FALSE,FALSE,NA,NA
"RT @AlchemyPay: We are excited to celebrate #Argentina🇦🇷 advancement to the knockout stage!🎊

Sneak peek! #AlchemyPay 's new brand ambassad…",FALSE,0,NA,2022-12-01 06:19:09,FALSE,NA,"1598200005801967616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cole_bnb",183,TRUE,FALSE,NA,NA
"Poland vs. Argentina https://t.co/7zz5j0brKq",FALSE,0,NA,2022-12-01 06:19:09,FALSE,NA,"1598200005680152577",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amiralia232",0,FALSE,FALSE,NA,NA
"RT @RoyNemer: Lionel Messi has never been eliminated in a group stage, ever. Not for Argentina or at his clubs. 🇦🇷",FALSE,0,NA,2022-12-01 06:19:08,FALSE,NA,"1598200003557609472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_MrGentle",513,TRUE,FALSE,NA,NA
"RT @ESPNFC: Canelo Alvarez has apologised for his comments towards Lionel Messi after Argentina's win against Mexico 🗣 https://t.co/CPB1V0L…",FALSE,0,NA,2022-12-01 06:19:08,FALSE,NA,"1598200001985118209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gaftsoil",3488,TRUE,FALSE,NA,NA
"RT @goal: ARGENTINA ARE THROUGH TO THE KNOCKOUT STAGES 🇦🇷 https://t.co/FFDUJuoiDx",FALSE,0,NA,2022-12-01 06:19:05,FALSE,NA,"1598199992178872320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Perry724699051",3215,TRUE,FALSE,NA,NA
"RT @ErlingRoIe: Julian Alvarez is the truth. Argentina have to start him from now on if they want to win the World Cup, what a finish that…",FALSE,0,NA,2022-12-01 06:19:02,FALSE,NA,"1598199975812681728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Aliikhalil10",170,TRUE,FALSE,NA,NA
"RT @MintzPlasse: Got the squad watching!!! LFG Argentina!! https://t.co/tKhu74d547",FALSE,0,NA,2022-12-01 06:19:01,FALSE,NA,"1598199975099633664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CorchoOlivera",6063,TRUE,FALSE,NA,NA
"RT @rakibulhasan_92: After winning the match against Poland.

Barishal, Bangladesh.

#ARGvsPOL #FIFAWorldCupQatar2022 #FIFAWorldCup2022 #Ar…",FALSE,0,NA,2022-12-01 06:18:56,FALSE,NA,"1598199953587056641",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","ShohelIslam",1,TRUE,FALSE,NA,NA
"RT @FabrizioRomano: #Qatar2022 🚨📑⤵️

▫️ Netherlands-USA

▫️ Argentina-Australia 

▫️ France-Poland

▫️ England-Senegal",FALSE,0,NA,2022-12-01 06:18:56,FALSE,NA,"1598199952978907137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rahultotlani",5849,TRUE,FALSE,NA,NA
"RT @433: ARGENTINA WIN THEIR GROUP 🇦🇷🔝 https://t.co/AUgmJbPGhi",FALSE,0,NA,2022-12-01 06:18:56,FALSE,NA,"1598199951846420480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MrSteveSureBet2",1367,TRUE,FALSE,NA,NA
"RT @OptaAnalyst: Poland 0-2 Argentina

How on earth was this game only 2-0? 

Argentina's 3.5 xG is the highest they've ever registered in…",FALSE,0,NA,2022-12-01 06:18:56,FALSE,NA,"1598199950781067264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sztandarmlodych",84,TRUE,FALSE,NA,NA
"Everyone talking about messi lewandowski argentina poland mexico but
Tunisia beat France is another world cup upset… https://t.co/5fLGuluk0x",FALSE,0,NA,2022-12-01 06:18:53,TRUE,NA,"1598199941910102016",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","NM_jiwankar",0,FALSE,FALSE,NA,NA
"Poland vs. Argentina https://t.co/W9PvXY8Q7i",FALSE,0,NA,2022-12-01 06:18:50,FALSE,NA,"1598199927121006595",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amiralia232",0,FALSE,FALSE,NA,NA
"RT @SaaSGoOfficial: ⚽️Today's Hottest Match: 

🇦🇷 #Argentina vs 🇵🇱#Poland 

Argentina take on Poland in their final game of the group stage…",FALSE,0,NA,2022-12-01 06:18:49,FALSE,NA,"1598199924415672321",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DaminiJames",115,TRUE,FALSE,NA,NA
"RT @RoyNemer: Lionel Messi: ""Diego would be happy. He was always happy about the nice things that happen to the Argentina national team and…",FALSE,0,NA,2022-12-01 06:18:49,FALSE,NA,"1598199923853254657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BaarMask",348,TRUE,FALSE,NA,NA
"RT @IlCagaCazxi: Lautaro Martinez helping Argentina get out the group https://t.co/BiZ48EtaAZ",FALSE,0,NA,2022-12-01 06:18:45,FALSE,NA,"1598199904928763904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OladeleJimoh",3,TRUE,FALSE,NA,NA
"RT @LadyStables: 💰 Sweet ass $SUITE 💰

2 nil win to #Argentina in the World Cup to round out a 10 x multi 🔥

Fun way to try build the @TheS…",FALSE,0,NA,2022-12-01 06:18:44,FALSE,NA,"1598199904291393545",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","soldan_io",2,TRUE,FALSE,NA,NA
"RT @SpringfieldApes: Italian Artist Rino Russo (170K fans on Instagram) is well-known for Simpsonizing footballers ⚽️ like Messi &amp; @neymarj…",FALSE,0,NA,2022-12-01 06:18:43,FALSE,NA,"1598199897517588480",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","gwakys",554,TRUE,FALSE,NA,NA
"RT @Shahria06447628: This is the craziness of Argentine supporters in Bangladesh.
Argentina vs Poland match last night. Photo Courtesy: cha…",FALSE,0,NA,2022-12-01 06:18:42,FALSE,NA,"1598199892299878400",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","ShohelIslam",1,TRUE,FALSE,NA,NA
"RT @Joshua_Ubeku: Argentina no longer have any pressure on them. Love it!",FALSE,0,NA,2022-12-01 06:18:41,FALSE,NA,"1598199889682255872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Olamitidayo750",71,TRUE,FALSE,NA,NA
"RT @WaruiJohn2: Argentina wako Quarters,They will beat Australia easily",FALSE,0,NA,2022-12-01 06:18:40,FALSE,NA,"1598199887342219264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kenkilachei1",27,TRUE,FALSE,NA,NA
"RT @Chilled_Yogi: Kerala has more Argentina/Brazil football team fans than whole of South America...",FALSE,0,NA,2022-12-01 06:18:38,FALSE,NA,"1598199876139233280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jackiebidu",1,TRUE,FALSE,NA,NA
"RT @__Sharyf: If Argentina beat Australia in the round of 16  who are they meeting in the quarterfinals?",FALSE,0,NA,2022-12-01 06:18:37,FALSE,NA,"1598199873295175681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yowhyhate",122,TRUE,FALSE,NA,NA
"@FinoYossen Argentina is not j6a team..... it's a emotion😇😇😇😇",FALSE,0,"FinoYossen",2022-12-01 06:18:36,FALSE,"1598065137185083394","1598199870040383488","1253086495583469568","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ms_prothom",0,FALSE,FALSE,NA,NA
"Alvarez must start for Argentina. What a great goal from a terrific prospect #POLARG #WorldCup2022",FALSE,0,NA,2022-12-01 06:18:35,FALSE,NA,"1598199865703829504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AdamSalkie",0,FALSE,FALSE,NA,NA
"RT @FabrizioRomano: #Qatar2022 🚨📑⤵️

▫️ Netherlands-USA

▫️ Argentina-Australia 

▫️ France-Poland

▫️ England-Senegal",FALSE,0,NA,2022-12-01 06:18:35,FALSE,NA,"1598199865057902594",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yowhyhate",5849,TRUE,FALSE,NA,NA
"RT @livescore: Lionel Messi has now made more World Cup appearances for Argentina than any player in the nation's history, overtaking Diego…",FALSE,0,NA,2022-12-01 06:18:34,FALSE,NA,"1598199861505331200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TonyGhenGhen",373,TRUE,FALSE,NA,NA
"RT @TrollFootball: Poland fans calculating their result against Argentina later tonight https://t.co/o0ZOEscoL9",FALSE,0,NA,2022-12-01 06:18:33,FALSE,NA,"1598199858091159552",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","couptajaat",1497,TRUE,FALSE,NA,NA
"RT @AlchemyPay: We are excited to celebrate #Argentina🇦🇷 advancement to the knockout stage!🎊

Sneak peek! #AlchemyPay 's new brand ambassad…",FALSE,0,NA,2022-12-01 06:18:32,FALSE,NA,"1598199850470117376",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ardianrusdian",183,TRUE,FALSE,NA,NA
"RT @IamTopsy4real: History has a way of repeating itself. 

1978: 

Mario Kempes missed a penalty for Argentina in the 3rd game 

They win…",FALSE,0,NA,2022-12-01 06:18:31,FALSE,NA,"1598199847848660992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fazkidope",32,TRUE,FALSE,NA,NA
"@ronaldoptgl Don't know about the Argentina vs australia but france gonna pull 6 or7 ,while mbappe alone 3 +",FALSE,0,"ronaldoptgl",2022-12-01 06:18:31,FALSE,"1598066166442110979","1598199847173382145","1111983518270275590","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IStanGoat1",0,FALSE,FALSE,NA,NA
"RT @ManUtd: Confirmed: a place in the #WorldCup last 16 for Licha's @Argentina ✔️

🇦🇷 @LisandrMartinez 

#MUFC https://t.co/o6hmaSqRbS",FALSE,0,NA,2022-12-01 06:18:31,FALSE,NA,"1598199846690660352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BenjiEtmas",421,TRUE,FALSE,NA,NA
"RT @brfootball: ALEXIS MAC ALLISTER WITH A MASSIVE GOAL FOR ARGENTINA https://t.co/hpf8Z4B1Mu",FALSE,0,NA,2022-12-01 06:18:31,FALSE,NA,"1598199845868961792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sageerusnr",948,TRUE,FALSE,NA,NA
"@tiffanyandsadie @IvanIam113 You clearly aren't watching enough soccer, or the right soccer,... or enough if the ri… https://t.co/FpdVbTTjRs",FALSE,0,"tiffanyandsadie",2022-12-01 06:18:30,TRUE,"1597993206217834496","1598199845365633025","1487834653880987654","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","N37759975N",0,FALSE,FALSE,NA,NA
"RT @goal: ARGENTINA ARE THROUGH TO THE KNOCKOUT STAGES 🇦🇷 https://t.co/FFDUJuoiDx",FALSE,0,NA,2022-12-01 06:18:30,FALSE,NA,"1598199842899079168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Justinc3800",3215,TRUE,FALSE,NA,NA
"RT @FIFAWorldCup: The Argentina dream lives on 🇦🇷

#FIFAWorldCup #Qatar2022 https://t.co/j1bcuTv70H",FALSE,0,NA,2022-12-01 06:18:29,FALSE,NA,"1598199841402032128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmpressCarri",1401,TRUE,FALSE,NA,NA
"This is from a district named Feni from Bangladesh 🇧🇩

Bangladesh don't sleep during @Argentina plays ..
🖤🇧🇩🖤🇦🇷… https://t.co/93IB0N8l1w",FALSE,0,NA,2022-12-01 06:18:27,TRUE,NA,"1598199830840770560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rs_rakib_23",0,FALSE,FALSE,NA,NA
"RT @MadridPreeti: No major media outlet will talk about how Argentina have been gifted the 2 most controversial penalty decisions. Nobody w…",FALSE,0,NA,2022-12-01 06:18:24,FALSE,NA,"1598199817502855169",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","IkegbunamCasim2",58,TRUE,FALSE,NA,NA
"RT @brfootball: Argentina can assure their spot in the last 16 with a win. Anything else and things get dicey. 

Robert Lewandowski stands…",FALSE,0,NA,2022-12-01 06:18:21,FALSE,NA,"1598199807738191874",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AgyemangOpoku17",698,TRUE,FALSE,NA,NA
"RT @DrJamesOlsson: Colombian Footballer, 22, DEAD During Training Session...

Midfielder Andres Balanta ""COLLAPSED""...

Was a member of Atl…",FALSE,0,NA,2022-12-01 06:18:20,FALSE,NA,"1598199802952486914",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chayabalram",123,TRUE,FALSE,NA,NA
"Now playing Wow BB by Natti Natasha,El Alfa,Chimbala!  #badbunny #mega #lamega #nuevamega #megaradio #radiomega… https://t.co/vbBnoG7y9O",FALSE,0,NA,2022-12-01 06:18:18,TRUE,NA,"1598199793314062341",NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>","NuevaMega",0,FALSE,FALSE,NA,NA
"Just gone through the Argentina v Poland game, Poland didn't even try, not once , they just wanted to minimize the… https://t.co/deDtHkVmq8",FALSE,1,NA,2022-12-01 06:18:18,TRUE,NA,"1598199793037500417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dartte_45",0,FALSE,FALSE,NA,NA
"RT @nobitaszn: Graveyard Drift Quest Pack 🎁

FW @nobitaszn + 🤍&amp;♻️

⏳Ends Friday morning.

Platform: XBOX
Region: Argentina

Code 'Nobita'…",FALSE,0,NA,2022-12-01 06:18:18,FALSE,NA,"1598199791464648704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bone_Trooper",79,TRUE,FALSE,NA,NA
"@tommyfaith_ Yaaa you’re spot on- think I’m still a little jaded from Osieck and Verbeek’s time in charge.  

Bring on Argentina!!!",FALSE,0,"tommyfaith_",2022-12-01 06:18:15,FALSE,"1598106560181710850","1598199781826113537","263088851","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lefteddy_",0,FALSE,FALSE,NA,NA
"@RoyNemer Australia has qualified with 6 points like Argentina so don't do mistake of taking them lightly. Also, Au… https://t.co/iBRwkrp2Jc",FALSE,1,"RoyNemer",2022-12-01 06:18:15,TRUE,"1598067167232430081","1598199780395876352","382431601","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MeAshishji",0,FALSE,FALSE,NA,NA
"RT @FootyHumour: Szczesny telling the Argentina players to calm down before the penalty was even taken 😂😂 https://t.co/IFvGSsNjK6",FALSE,0,NA,2022-12-01 06:18:15,FALSE,NA,"1598199779057881088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SagittariusA413",103,TRUE,FALSE,NA,NA
"RT @SpringfieldApes: Italian Artist Rino Russo (170K fans on Instagram) is well-known for Simpsonizing footballers ⚽️ like Messi &amp; @neymarj…",FALSE,0,NA,2022-12-01 06:18:15,FALSE,NA,"1598199778973999104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","AtsungIm",554,TRUE,FALSE,NA,NA
"Poland vs. Argentina https://t.co/Kyd8QkEA19",FALSE,0,NA,2022-12-01 06:18:14,FALSE,NA,"1598199775941328898",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amiralia232",0,FALSE,FALSE,NA,NA
"@Ananun3zzz @soogz1 That's what Australia will do to Argentina.",FALSE,0,"Ananun3zzz",2022-12-01 06:18:12,FALSE,"1598062301923667968","1598199769973018625","1595600224378044417","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Rayligh51256455",0,FALSE,FALSE,NA,NA
"RT @ESPNFC: We could see the USMNT play Argentina in the quarters if they each take care of business 😱 https://t.co/75z8lEPnab",FALSE,0,NA,2022-12-01 06:18:08,FALSE,NA,"1598199753313243137",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Hamuzah211",515,TRUE,FALSE,NA,NA
"RT @Nkjnr: Good morning especially to Messi and Argentina supporters 💙💜

Have a Blessed December https://t.co/nY45R6j4KD",FALSE,0,NA,2022-12-01 06:18:07,FALSE,NA,"1598199746480730113",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gbolahan_i",25,TRUE,FALSE,NA,NA
"RT @MEXC_Global: Choose the team you think would win! 10 winners will be picked to get $5 ⤵️

#Argentina #Poland #FIFAWorldCup",FALSE,0,NA,2022-12-01 06:18:07,FALSE,NA,"1598199746103250947",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","romjan589142",684,TRUE,FALSE,NA,NA
"RT @BarcaWorldwide: 🇵🇱🗣️ Robert Lewandowski: “I had to defend a lot today, especially against Leo Messi. It was a fun little duel, but all…",FALSE,0,NA,2022-12-01 06:18:07,FALSE,NA,"1598199745964838914",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ojotdaniel",93,TRUE,FALSE,NA,NA
"RT @MadridPreeti: No major media outlet will talk about how Argentina have been gifted the 2 most controversial penalty decisions. Nobody w…",FALSE,0,NA,2022-12-01 06:18:04,FALSE,NA,"1598199735005118464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FaizanBashir07",58,TRUE,FALSE,NA,NA
"RT @MechaDeCopa: @CaudilloXVII USA 1920 - Argentina 1920. Never Forget. https://t.co/A4RqFFgkIG",FALSE,0,NA,2022-12-01 06:18:03,FALSE,NA,"1598199731435761664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PepitaFulana",44,TRUE,FALSE,NA,NA
"RT @Nkjnr: Good morning especially to Messi and Argentina supporters 💙💜

Have a Blessed December https://t.co/nY45R6j4KD",FALSE,0,NA,2022-12-01 06:18:02,FALSE,NA,"1598199727782514688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrosDamian",25,TRUE,FALSE,NA,NA
"RT @gffn__: 🚨 During the half time talk, Argentina Manager played video of Cristiano Ronaldo scoring penalties to motivate Messi but he lef…",FALSE,0,NA,2022-12-01 06:18:00,FALSE,NA,"1598199719724883969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","utd_becks_luhg",151,TRUE,FALSE,NA,NA
"🇦🇷 আর্জেন্টিনা জয়ের গান |  🇦🇷Argentina | Bangla New DJ | Football World ... https://t.co/YLO0EeKwUq via @YouTube… https://t.co/c1fI9wsW0b",FALSE,1,NA,2022-12-01 06:17:59,TRUE,NA,"1598199713089884161",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","DigitalDanceBD",0,FALSE,FALSE,NA,NA
"RT @nobitaszn: Graveyard Drift Quest Pack 🎁

FW @nobitaszn + 🤍&amp;♻️

⏳Ends Friday morning.

Platform: XBOX
Region: Argentina

Code 'Nobita'…",FALSE,0,NA,2022-12-01 06:17:58,FALSE,NA,"1598199709252079617",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","xyten10",79,TRUE,FALSE,NA,NA
"RT @AnuolluwaX: Argentina pls do normal tonight",FALSE,0,NA,2022-12-01 06:17:58,FALSE,NA,"1598199708757131264",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","iamdeejphatfeel",2,TRUE,FALSE,NA,NA
"Can see Argentina getting to semis fr",FALSE,0,NA,2022-12-01 06:17:58,FALSE,NA,"1598199708060504064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Realaw7",0,FALSE,FALSE,NA,NA
"RT @RoyNemer: Lionel Messi: ""Diego would be happy. He was always happy about the nice things that happen to the Argentina national team and…",FALSE,0,NA,2022-12-01 06:17:56,FALSE,NA,"1598199702906081282",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_SONALIs_Tweet_",348,TRUE,FALSE,NA,NA
"RT @goal: The perfect reward for scoring your first Argentina goal 😁 https://t.co/qUUKO4ufFQ",FALSE,0,NA,2022-12-01 06:17:56,FALSE,NA,"1598199700297220096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mairee4252",697,TRUE,FALSE,NA,NA
"Bangladesh is the new Argentina https://t.co/VGYzsTu36m",FALSE,0,NA,2022-12-01 06:17:53,FALSE,NA,"1598199689257816066",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NanaJnrr",0,FALSE,FALSE,NA,NA
"#Argentina fans.
To see the #FIFAWorldCup2022 at night 1 am the match  Argentine VS Poland and celebrated goal of t… https://t.co/qgvLoPwQN1",FALSE,2,NA,2022-12-01 06:17:51,TRUE,NA,"1598199681691312128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Altafur_CSE",0,FALSE,FALSE,NA,NA
"RT @Inter_en: Congrats, El Toro!! 🐂 👏

#Lautaro Martínez and @Argentina advance to the Round of 16 at #Qatar2022 

#FIFAWorldCup https://t.…",FALSE,0,NA,2022-12-01 06:17:51,FALSE,NA,"1598199680642736130",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","OladeleJimoh",22,TRUE,FALSE,NA,NA
"RT @19Alvarez_: Scored on his 1st start in Argentina 🇦🇷
Scored on his 1st start in the PL 🏴󠁧󠁢󠁥󠁮󠁧󠁿
Scored on his 1st start in UCL 🌍
Scored o…",FALSE,0,NA,2022-12-01 06:17:51,FALSE,NA,"1598199679808073728",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Debruynezone",410,TRUE,FALSE,NA,NA
"RT @RoyNemer: Lionel Messi: ""Diego would be happy. He was always happy about the nice things that happen to the Argentina national team and…",FALSE,0,NA,2022-12-01 06:17:50,FALSE,NA,"1598199674124763141",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UnimaginableK",348,TRUE,FALSE,NA,NA
"My Story with Argentina is not Over - Lionel Messi https://t.co/O4KeIVT0Vb",FALSE,0,NA,2022-12-01 06:17:48,FALSE,NA,"1598199668621856768",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","zenthil81",0,FALSE,FALSE,NA,NA
"RT @ESPNFC: We could see the USMNT play Argentina in the quarters if they each take care of business 😱 https://t.co/75z8lEPnab",FALSE,0,NA,2022-12-01 06:17:48,FALSE,NA,"1598199667321233408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Sadiqtalbaa01",515,TRUE,FALSE,NA,NA
"RT @tv3_ghana: Argentina top group with win over Poland who sneak through on goal difference #TV3NewDay

 https://t.co/biAtTvBjq6",FALSE,0,NA,2022-12-01 06:17:47,FALSE,NA,"1598199664461119494",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KelvinAppiagye",2,TRUE,FALSE,NA,NA
"RT @PoojaMedia: Argentina plays Australia as group toppers &amp; their QFs opponent could be either Netherlands or USA. 

Easy route?",FALSE,0,NA,2022-12-01 06:17:47,FALSE,NA,"1598199662032617474",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lordchuzzy",373,TRUE,FALSE,NA,NA
"RT @nobitaszn: Graveyard Drift Quest Pack 🎁

FW @nobitaszn + 🤍&amp;♻️

⏳Ends Friday morning.

Platform: XBOX
Region: Argentina

Code 'Nobita'…",FALSE,0,NA,2022-12-01 06:17:45,FALSE,NA,"1598199656206733314",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Diamond_Minecr",79,TRUE,FALSE,NA,NA
"RT @Fcb_s_a_m: Messi making sure Argentina don't score three so as to take Lewy and Poland through to RO16 on goal difference. Barca blood",FALSE,0,NA,2022-12-01 06:17:44,FALSE,NA,"1598199651827843072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KingBright100",120,TRUE,FALSE,NA,NA
